num_clients,throughput_ops_sec,avg_latency_ms
1,817.8666666666667,1.2146643213235404
2,1330.7333333333333,1.4950477804009383
4,1451.3333333333333,2.7482851415694607
8,1343.9333333333334,5.94529221411398
16,1224.8,13.059472612064958
32,1106.4666666666667,28.951485860762183
